id,name,description,address,suburb,locationType,type,lat,long,specialOffer,image,currentCapacity,ppe,artist,material,installDate
11128,Ravenshoe Weapons Firing Range,"<p>Australian troops participated in intensive weapons training including rifle marksmanship, as part of jungle warfare, parachute drop and amphibious landing exercises. Ravenshoe rifle range was one of many used by Australian and American military forces on the Atherton Tableland during World War II.</p>",Ascham Street,Ravenshoe,historic,Training facility,-17.6139,145.4743,,,,,,,
11129,Ravenshoe Military Entertainment Facility,"<p>During World War II, the Ravenshoe School of Arts Hall was the scene of army concerts, vaudeville reviews and dance evenings, such as on December 30 1944 when the 2/24 Battalion dance band entertained the troops of the 9th Division and the local community in celebration of New Year's eve and what was the last year of World War II.</p>",cnr Grigg and Wakooka Street,Ravenshoe,historic,Recreation/community,-17.6054,145.4818,,,,,,,
11130,15th Australian Field Baking Platoon Bakery,"<p>An empty concrete slab on a vacant allotment in Grigg Street, Ravenshoe, opposite the railway station, was the site of an Australian Army field bakery. During 1944 the bakery was operated by the bakers of 15 Australian Field Baking Platoon of the Australian Army Service Corps, 9th Division AIF.</p>",70 Grigg Street,Ravenshoe,historic,Supply facility,-17.6076,145.4833,,,,,,,
11131,Allied Forces Recreation Centre,"<p>The Imperial Hotel in Ravenshoe was utilised by Allied Forces as a recreation camp. It was also a popular watering hole for troops based in, or passing through, the area.</p>",23 Macrossan Street,Ravenswood,historic,Recreation/community,-20.1007,146.8899,,,,,,,
11132,No. 24 Squadron Wirraway (A20-117) Crash,"<p>In June 1940 No.24 Squadron moved to Townsville to carry out maritime reconnaissance and training duties. Equipped with Australian built Wirraway aircraft, this single engined monoplane fighter was based on an American training aircraft and carried a pilot plus an observer/rear gunner.</p>",Mount Wright (in the vacinity of),Ravenswood,historic,Incident,-20.1007,146.9087,,,,,,,
11133,Public Pill Shelter,,Musgrave Road (cnr Windsor Road),Red Hill,historic,Civil defence facility,-27.4546,153.0068,,,,,,,
11134,"2nd Australian Women's Hospital, Redbank","<p>The Australian Army's 2nd Australian Women's Hospital was established at Redbank in early 1943. The hospital was contained within the Redbank Army Camp, on the western outskirts of Brisbane. The patients and staff at the facility were housed in tents, and endured quite rudimentary facilities.</p>",Weedman Street,Redbank,historic,Medical facility,-27.5923,152.8736,,,,,,,
11135,Camp Redbank,"<p>Elements of Redbank Military Camp, west of Brisbane, were established prior to the Second World War. However, upon the declaration of war with Germany in early September 1939, movements were begun to expand facilities to suit the training requirement of new recruit volunteers. Escalation of the war into 1940 and beyond, witnessed the camp scale increase to include three hospitals, including two general hospitals, and AWAS camp, and a number of rifle ranges, ordnance bunkers and supply depots.</p>",Montgomery Road and Smith Street,Redbank,historic,Military camp,-27.5915,152.8732,,,,,,,
11136,Redbank Camp Ammunition Magazine,"<p>Low brick structure, partially sunk into the surrounding earth within the paddocks between Smith and Monash Streets. Approximately 7.5m long and 5m wide, the magazine was utilised by the wider Redbank military camp during the Second World War.</p>",31 Smith Street,Redbank,historic,Ammunition facility,-27.5895,152.8788,,,,,,,
11137,US Radio Receiving Station,"<p>In July 1942 General MacArthur moved his General Headquarters for the South West Pacific Area (GHQ SWPA) to the AMP building in Queen Street, Brisbane. MacArthur kept in contact with the United States and Washington DC via shortwave radio, with a transmitting station at 180 Youngs Road, Hemmant (still extant) and a receiving station 9km to the southeast, near Capalaba.</p><p>The US Army Signal Corps established the Capalaba radio station to the west of Old Cleveland East Road, south of Uhlman Road, on land owned by the Cotton family. A Wilcox receiver was used, and teletype equipment was also installed at the site. Messages were relayed by teletype link to GHQ SWPA.</p><p>The rectangular brick receiving building still exists, having been used by the Postmaster-General's Department (PMG) after the war, the Commonwealth acquiring the land in 1948. The site is still owned by the Commonwealth as an Air Navigation Station.</p>",Old Cleveland Road East,Birkdale,historic,Radar/signal station,-27.5098,153.2018,,,,,,,
11138,Jungara United States Army Station Hospital,"<p>Located at Redlynch near Cairns, Jungara was designed by US engineers for 750-bed capacity and built by the Allied Works Council (AWC). The hospital contained over 140 prefabricated buildings including wards, operating theatres and staff accommodation, with the prefabricated components made in Sydney. Jungara hospital was later transferred to the Australian Army.</p>",Shaws Road,Redlynch,historic,Medical facility,-16.9032,145.6945,,,,,,,
11139,Redlynch Staging Camp,"<p>The Redlynch Staging Camp, or 16 Australian Personnel Staging Camp was located in the vicinity of Harley Street, Redlynch. Also know as a Leave and Transit Depot, the Redlynch site saw vast numbers of troops pass through its gates, en-route to New Guinea and later Borneo and the South-West Pacific.</p>",Harley Street,Redlynch,historic,Military camp,-16.8827,145.6889,,,,,,,
11140,Reid River Airfield,"<p>The Reid River Airfield consisted of three graded and hard surfaced runways and was located a few kilometres south of Woodstock, towards Charters Towers. Reid River was little used by the RAAF but remained throughout the war years as an American base. The complex was another built by the US 46th EGS (Engineer General Service Unit).</p><p>Understandably the south bank of the Reid River was favoured as camp areas and relics of various mess buildings remain. In contrast to Townsville where city dwellers were encouraged if not forcibly removed during the period of most danger from invasion, properties on the fringe of outlying airfields were little disturbed. During research, Roger Marks had contact with one such person Lux Foote, who lived near this site during the war.</p>",Flinders Highway,Reid River,historic,Airfield,-19.7689,146.8359,,,,,,,
11141,Archer Park Drill Hall Complex (former),"<p>The Archer Park Drill Hall (training depot) site was a Defence Force Reserve from 1901. During World War II the depot was used for recruiting and troop assembly for the nearby railway station. Surviving pre-World War II structures include the 1906 drill hall, a former drill hall and wagon shed relocated from Mount Morgan in 1928, and a rifle range and Q-Store. The former depot is located to the northeast of the Archer Park Railway Station [<a href=""https://heritage-register.ehp.qld.gov.au/"">Queensland Heritage Register</a> 600777].</p><p>The 1906 timber drill hall fronts Archer Street, and is divided into three equal gable roofed sections with a transverse gable over the drill hall behind. The rifle range is located just northeast of the drill hall, and is approximately 25 metres long with a timber and earth wall (about 8m across by 4m high) at the northwest end.</p><p>The corrugated iron clad drill hall from Mount Morgan is located on the eastern side of the site. The former wagon shed from Mount Morgan, another corrugated iron-clad structure, is located just to the northwest. The former Q Store, located northwest of the wagon shed, is a red brick building with a hipped corrugated iron roof with a small windowed loft/attic in the centre.</p>",40 Archer Street,Rockhampton,historic,Training facility,-23.376,150.5079,,,,,,,
11142,Camp Rockhampton,"<p>Camp Rockhampton was home to the US 41st Infantry Division, part of the US I Corps, between July 1942 and early 1944. The camp stretched from Moores Creek northwards along the Bruce Highway almost to Parkhurst; either side of the Rockhampton-Yeppoon Road before the intersection with Artillery Road; and south of Artillery Road between the Rockhampton-Yeppoon Road and Sandringham. Additional Areas of Camp Rockhampton were located at the Botanical Gardens near the golf course (Area 'U') and at the Showgrounds (Area 'V').</p><p>Another I Corps Division, the 24th Infantry Division, arrived at Rockhampton in September 1943 and was accommodated at Camp Caves, north of Rockhampton between Etna Creek Road and Alligator Creek. Other camps in the vicinity of Rockhampton included Camp Nerimbera, Camp Thompson's Point, Camp Keppel Sands, Camp Yeppoon and Camp Wallaroo.</p><p>The main combat units of the 41st Division included the 162nd, 163rd and 186th Infantry Regiments, the 116th Engineer Battalion and the 146th, 167th, 205th and 218th Field Artillery (FA) Battalions. Units of the 41st fought in New Guinea during 1943, and in early 1944 the whole division departed Rockhampton to engage in simultaneous amphibious assaults on Hollandia in Dutch New Guinea (Operation Reckless) and Aitape in New Guinea (Operation Persecution).</p>","Current suburbs of Norman Gardens, Kawana, Parkhurst, Ironpot and Sandringham",Rockhampton,historic,Training facility,-23.3381,150.5328,,,,,,,
11143,11th Australian Base Workshop,<p>The 11th Aust Base Workshop of the 1st Australian Engineers Base Depot was located on the western side of the current Beaudesert Road. The site existed as a combination workshop and military accommodation facility.</p>,Sherwood Road and Medway Streets,Rocklea,historic,Workshop,-27.5414,153.008,,,,,,,
11144,Commonwealth Marine Engine Works,"<p>The Australian Shipbuilding Board, responsible for the building and repair of merchant ships, as well as for the supply of engines, boilers and equipment, established the Commonwealth Marine Engine Works, to build two marine engine annexes - one in Brisbane, and the other in Melbourne.</p><p>In 1941, the Commonwealth Government resumed land on the corner of Compo Road (later changed to Evans Road) and Beaudesert Road in the Rocklea area of Brisbane from the Farm-Allen family, to construct the Commonwealth Marine Engine Works.</p>",35 Evans Road,Rocklea,historic,Factory site/industry,-27.5446,153.0212,,,,,,,
11145,Commonwealth War Workers Housing Trust Hostels,"<p>In 1943, the recently built Rocklea Munitions Works converted its operations from Australian army ammunition production to aircraft engine repairs for the US forces. Both the urgency of this work plus the large workload required by the USAAF meant that more civilian war workers were required. Brisbane was suffering an acute wartime accommodation shortage so two modern hostels were constructed near the Rocklea Munitions Works in an effort to attract workers living outside of Brisbane. Hostels No.1 and No.2 were completed before the end of 1944 but it would that the planned Hostel No.3 was not built.</p>","(No.1) Tonks Street, (No.2) Nettleton Court, (No.3) Fegen Drive",Rocklea,historic,Military accommodation,-27.54,153.019,,,,,,,
11146,"RAAF No.3 Personnel Depot, Royal Australian Engineers searchlight position, US Army Camp",<p>The Rocklea State School and Showgrounds were the site for Royal Australian Air Force and United States Army Staging Camps.</p>,Ipswich Road,Rocklea,historic,Military camp,-27.5476,153.0116,,,,,,,
11147,Rocky Creek Hospital,"<p>The Rocky Creek Hospital Complex was in operation from October 1942 until September 1945, and some 30,000 patients were treated at this facility. Located on the southern side of the Kennedy Highway, almost five kilometres north of Tolga, the site includes a theatre (entertainment) igloo and remnants of part of the 2/2nd Army General Hospital (AGH) on Frazer Road's road reserve.</p><p>The main section of the igloo is corrugated iron clad, and has a curved auditorium roof 34 metres long and 17.4m wide. The interior trusses are made of native timber. Along each side of the curved wall there are seven dormer windows with iron sides and skillion roofs, fitted with window panes of Caneite. A gabled stage and backstage area, clad in corrugated asbestos cement sheeting, extends 8.6 metres from the southwest end of the igloo and is 22 metres wide.</p><p>Remnants of the 2/2nd AGH are visible either side of Frazer Road, which runs southeast from the igloo. These include ward concrete slabs with drainage and toilet outlets, bitumen road remnants, walkways, garden beds, terracing, and building material scatters. Traces of the roadways of 2/2nd AGH are also visible from the air, in the cane fields east of Frazer Road.</p>","Frazer Road/Rocca Road, off Kennedy Highway",Rocky Creek,historic,Medical facility,-17.1823,145.4555,,,,,,,
11148,Rocky Creek Igloo Theatre Hall,"<p>The Rocky Creek Hospital Complex was in operation from October 1942 until September 1945, and some 30,000 patients were treated at this facility. Located on the southern side of the Kennedy Highway, almost five kilometres north of Tolga, the site includes a theatre (entertainment) igloo and remnants of part of the 2/2nd Army General Hospital (AGH) on Frazer Road's road reserve.</p><p>The main section of the igloo is corrugated iron clad, and has a curved auditorium roof 34 metres long and 17.4m wide. The interior trusses are made of native timber. Along each side of the curved wall there are seven dormer windows with iron sides and skillion roofs, fitted with window panes of Caneite. A gabled stage and backstage area, clad in corrugated asbestos cement sheeting, extends 8.6 metres from the southwest end of the igloo and is 22 metres wide.</p><p>Remnants of the 2/2nd AGH are visible either side of Frazer Road, which runs southeast from the igloo. These include ward concrete slabs with drainage and toilet outlets, bitumen road remnants, walkways, garden beds, terracing, and building material scatters. Traces of the roadways of 2/2nd AGH are also visible from the air, in the cane fields east of Frazer Road.</p>",Kennedy Highway,Rocky Creek,historic,Recreation/community,-17.1836,145.4568,,,,,,,
11149,Camp McClung,"<p>The Remount depot was a facility primarily run by the US Army. It consisted of up to 5000 Australian 'Waler' breed horses by June 1943 and 200 mules. Horses were sourced from properties all over Queensland. The depot also catered for injured horses under Troop A, 251st Quartermaster Remount Squadron. Admissions for disease and injury amounted to over 1000 cases.</p><p>The horses and mules were trained as pack animals for operation in New Guinea and the South Pacific. Horses were swapped for mules in the Guadalcanal campaign as they were found to be more suitable.</p><p>As a pastoral area Townsville did have its drawbacks with climate and infections, however it did help the animals acclimatise before heading north. Australian and US veterinarians were used to inspect the animals and arrange shipment by sea or rail.</p><p>Herbert C Jaffa, a former US Officer recalls driving out to Rocky Springs in 1942 and seeing:</p><blockquote><p>Thousands of them, unsaddled, huddled in clusters or galloping in groups, their shining hides of browns and tans flashing throughout the wide reaches of an immense paddock that seemed to extend to a horizon established by the rising hills of Mt Elliot.</p></blockquote>",Off Flinders Highway towards Mt Elliott,Rocky Springs,historic,Military camp,-17.9472,145.2507,,,,,,,
11150,Roseneath Orderly Room &quot;Bunker&quot;,"<p>This reinforced concrete building at Karema Street in Roseneath was constructed in 1942. Commonwealth archives list its function as both an administration hut and an orderly room. The Roseneath railway station was located slightly to the south.</p><p>This building was in the vicinity of several Australian and United States facilities which included the 'Shadow Exchange' at Stuart State School, Army Signals Communications Centre Roseneath, No.1 Wireless Unit, US Koala Ordnance Depot, Fifth Division HQ and 52 Australian Women's Army Service (AWAS) Barracks.</p><p>An October 1946 RAAF disposals map lists this building and other camp huts at the junction of Stuart and Dick's Creeks. This installation was occupied by both No.1 Wireless Unit and No.6 Central Recovery Unit during 1945-46.</p><p>The building was converted into a private residence with a second storey added c1955. Several streets at Roseneath were named to commemorate battles in New Guinea during the Pacific War (Nadzab, Madang, Bougainville, Moresby etc).</p>",Karema Street,Roseneath,historic,Military accommodation,-19.3642,146.8378,,,,,,,
11151,11th Australian Engineers Base Depot (Salisbury North Camp),"<p>The 11th Australian Base Workshop and 1st Australian Electrical and Mechanical Engineer Stores were located on Compo Road, now Evans Road, during the war. Commonly known as the Salisbury North Camp.</p>",Evans Road and Standish Street,Salisbury,historic,Workshop,-27.5436,153.0268,,,,,,,
11152,Civil Construction Corps (CCC) Staging and Transit Camp,"<p>Located between Lillian Avenue, and Bidder and Regis Streets at Salisbury, it was one of three Civil Construction Corps camps established in Brisbane in 1942. The Salisbury CCC Camp was completed in early 1943. As it housed Brisbane's CCC Zone Headquarters Offices, the camp had barracks rather than tented accommodation for its civilian labour force. The Salisbury CCC Camp provided the workforce for the construction of Australian and US Army, RAAF and USAAF and Commonwealth defence works across Brisbane's southern suburbs.</p>",Hatton Street,Salisbury,historic,Military camp,-27.5555,153.0324,,,,,,,
11153,Rocklea Munitions Works,"<p>The Rocklea Munitions Works was one of the largest construction projects undertaken in Queensland in World War Two. It grew in importance as Australia's most northerly ammunition manufacturing plant, particularly after fighting reached Papua and New Guinea. By reconditioning ammunition and overhauling aircraft engine for the Americans, it helped reduce Australia's war debt by providing aid to the USA through Reciprocal Lend Lease. With its purpose-built factory buildings, the RMW provided a vital boost to Brisbane's post-war industrial development.</p>",Evans and Industries Roads,Salisbury,historic,Factory site/industry,-27.5439,153.0287,,,,,,,
11154,Public Cantilever Shelter,,1 Bowser Parade (cnr Rainbow Street),Sandgate,historic,Civil defence facility,-27.3213,153.069,,,,,,,
11155,"Combined (Operations) Training Centre, Toorbul Point","<p>A Combined Training Centre (CTC) was established at Toorbul Point (now Sandstone Point) in mid 1942, in order to train army and navy units in amphibious warfare. A training camp with jetties, slipway, mock ship, workshops, lecture rooms, messes, accommodation and camp sites was established along the shoreline either side of today's bridge to Bribie Island. The CTC was used by both the US and Australian armies and navies, including the 7th Division 2nd Australian Imperial Force (2nd AIF), Australian 4th Armoured Brigade, US 1st Cavalry Division and the US 32nd and 41st Infantry divisions. After boarding vessels at Toorbul Point, practice landings of men and vehicles were carried out on the beaches of Bribie Island.</p><p>Today, little remains of the CTC. The campsite extended along the shoreline of the Pumicestone Passage northwest of the bridge, and north of the Bribie Island Road, as far as the northwest end of The Circuit, while jetties continued along the shoreline past the marina and Kai Ma Kuta Drive. Southeast of the bridge, the camp site continued around the shoreline of Deception Bay about as far as Sunbrite Court. Traces of the camp's internal road remain southeast of the bridge.</p>",Bribie Island Road,Sandstone Point,historic,Training facility,-27.0765,153.1424,,,,,,,
11156,Sarina Public Air Raid Shelter,"<p>Located in Broad Street, central Sarina, the WWII era public air raid shelter exists as a reminder of Queensland's war time past in rural areas. Sarina's proximity to Mackay and it's aerodrome meant that there was a credible threat of aerial attack during the war years. The people of Sarina were offered a safe haven by this civil defence facility.</p>",Broad Street,Sarina,historic,Civil defence facility,-21.4222,149.2171,,,,,,,
11157,Sellheim Military Camp,"<p>Situated approximatley 17 km east of Charters Towers, the Sellheim Military Camp was one of the largest stationary transit camps in Queensland. Home to many young Australians making there way to or from the fighting in New Guinea, the camp was established by the arrival of the Australian 26th Battalion (Logan and Albert Regiment) in June 1941, under the command of the Australian Army's most highly decorated soldier, Lieutenant-Colonel Harry Murray VC.</p>",Flinders Highway,Sellheim,historic,Military camp,-20.0032,146.4203,,,,,,,
11158,South Brisbane Dry (Graving) Dock,"<p>Opened in 1881, the South Brisbane Dock was Brisbane's only graving dock until 1944. It was a vital piece of infrastructure for the war effort and enabled the Allied naval and merchant fleets and other vessels used various government departments to affect repairs. The engines and boilers of the dock were covered with a bomb-proof shelter in case of enemy air attack.</p>",412 Stanley Street,South Brisbane,historic,Naval/port facility,-27.4819,153.0265,,,,,,,
11159,South Brisbane Town Hall and Somerville House,"<p>This is an important local WW2 historic place. If you have information or images, modern or contemporary, please contact us at <a href=""mailto:heritage@ehp.qld.gov.au"">heritage@ehp.qld.gov.au</a>.</p>",263 Vulture Street,South Brisbane,historic,Internment/POW facility,-27.483,153.0245,,,,,,,
11160,Brisbane Fortress Command HQ,"<p>In the defence the city during the war, Fortress Brisbane was an extensive system of fixed defences that included Fort Lytton, Anti-submarine nets, RAN Indicator Loops signals, fixed gun defence, mine watching stations and various headquarters. The Main HQ for Fortress Brisbane was located at St Laurence's College, South Brisbane.</p>",82 Stephens Road,South Brisbane,historic,Headquarters,-27.4861,153.0257,,,,,,,
11161,US Red Cross 'Dr Carver Service Club',"<p>Due to its popular Jazz Club, the best-known American Red Cross ('Amcross') facility with Brisbane residents was the 'Dr. Carver Service Club' in the 'Laidlaw's Building' on Grey Street, South Brisbane opposite the Melbourne Street railway station. Due to a colour bar ban placed by the local US military authorities, Black American service personnel (nicknamed GIs as in General Infantry) were not permitted to cross the Brisbane River and access the varied entertainment venues in the City centre. This ban, while not a formal Army regulation, was still stringently enforced by the all-white US military police. One of three American Red Cross facilities built for Black GIs in Queensland, the 'Dr. Carver Service Club' was both the largest and offered the best facilities from 1943-45.</p>",100 Grey St,South Brisbane,historic,Recreation/community,-27.4745,153.019,,,,,,,
11162,Army Post Office and Advanced Supply Depot Warehouse,"<p>This is an important local WW2 historic place. If you have information or images, modern or contemporary, please contact us at <a href=""mailto:heritage@ehp.qld.gov.au"">heritage@ehp.qld.gov.au</a>.</p>",Allen Street (cnr Perkins Street),South Townsville,historic,Supply facility,-19.2637,146.8252,,,,,,,
11163,Camp Victoria Park (Base Motor Repair depot),"<p>African-American units of the Base Motor Repair depot were located at Victoria Park during 1942&#8211;1944. The park was used for the storage and servicing of military vehicles of all types.</p><p>The tyre and battery section of Base Motor Repair moved from the ""Flinders Street Gas Station"" to Victoria Park in April 1944.</p><p>Victoria Park is still in existance today, encompassed by Boundary, Bell, Tully and Morey Streets, South Townsville.</p>",Boundary Street,South Townsville,historic,Military camp,-19.2693,146.8252,,,,,,,
11164,Impact site for bombs (first air raid),"<p>In July 1942, the 2nd Group of 14th Kokutai (Air Group), Japanese Naval Air-Force, under the command of Major Misaburo Koizumi, decided to undertake night raids on harbour facilities and airfields at Townsville. In all, five raids were planned; three actually occurred. After the first two raids, there was to be another attack on the night of 28 July, but this did not proceed and no details were recorded. The aircraft destined to attack Townsville on 31 July experienced difficulties and decided to bomb near Cairns instead.</p><p>Later code named by the Allies as ""Emily"", the Kawanishi H8K1 flying boat was an advanced design and regarded as extremely difficult to shoot down. Heavily defended, its armaments comprised dorsal and tail turrets cannons, with machine-guns in two beam blisters, ventral and cockpit hatches and bow turret. Not only did it carry considerable protective armour, its fuel tanks were partially self-sealing and designed that if punctured, fuel was collected and pumped into undamaged tanks. Additionally, the hull tanks carried a carbon-dioxide fire extinguisher system. With a range of 2567 miles, this meant that a fifteen hour flight to a target such as Townsville and returning to base was possible.</p>","Northern side of Ross River, near oil tanks",South Townsville,historic,Incident,-19.2557,146.8364,,,,,,,
11165,St Patrick's Catholic Church Bell Tower and Bell,"<p>Captain Walter J Stillwaggon ( US Navy) was stationed in Townsville during 1942&#8211;1943. When attending Mass at St Patrick's Catholic Church in South Townsville, he noticed the church did not have a bell.</p><p>Captain Stillwaggon promised the parish that he and his men would donate a bell to St Patrick's when they returned to the US. In 1946, they shipped the bell to Australia.</p><p>The bell tower was erected by the St Patrick's community. It was restored in 1999 by the Townsville City Council.</p>",cnr Nelson and Allen Streets,South Townsville,historic,Recreation/community,-19.2649,146.8297,,,,,,,
11166,Southport Seaplane Alighting Area Q,"<p>This location is appropriately featured in the Royal Australian Air Force Publication No. ACD 157.</p><p>It is not known whether any particular on-shore installations were constructed as distinct from possibly floating moored pontoon landing structures. Details Sheet in this publication suggests EMERGENCY alighting ground only.</p><p>The Southport Broadwater has changed drastically since those times.</p><p>Queensland Key Sheet from RAAF Publication ACD 157 Flying Boat Bases and Alighting Grounds, June 1943.</p>","The Broadwater, Paradise Point",Southport,historic,Airfield,-27.9171,153.4134,,,,,,,
11167,Cantilever Public Shelters (Two),,330 Wickham Terrace,Spring Hill,historic,Civil defence facility,-27.4649,153.0212,,,,,,,
11168,Lady Gowrie Childcare Centre,"<p><a href=""http://www.gowrie-brisbane.com.au/aboutus/history.php</a></p>",228 St Pauls Terrace,Spring Hill,historic,Civil defence facility,-27.4577,153.0293,,,,,,,
11169,Royal Australian Air Force No.5 Transport Movements Office,"<p>Royal Australian Air Force No.5 Transport Movements Office (TMO) was formed in 1942 to oversee the speedy transfer of Royal Australian Air Force (RAAF) and Women's Australian Auxiliary Air Force (WAAAF) personnel and supplies through Brisbane. It operated from multiple sites at Albion, Bulimba, Hamilton, Herston and Meeandah. No.5 TMO ceased wartime-related operations in September 1948.</p>",10 and 10A Bowen Bridge Road,Spring Hill,historic,Supply facility,-27.452,153.0283,,,,,,,
11170,Camp Victoria Park (Upper) - Officer's Camp,"<p>In 1942, the US Army requisitioned Victoria Park, a large public reserve spread across two Brisbane suburbs for a large administrative and accommodation camp. Camp Victoria Park was the nerve centre for the support services that backed-up US combat troop operations in the South West Pacific Area (SWPA). The camp was important as the headquarters of both the US Army Services Of Supply and its parent command of Base Section 3. American servicemen lived and worked at the camp while Australian civilians also were employed there. In 1944, a few members of the US Women's Army Corps moved into the camp. Although the Pacific War ended on 3 September 1945, the camp continued to function for a further five months.</p>",454 Gregory Terrace,Spring Hill,historic,Military camp,-27.4554,153.0256,,,,,,,
11171,South-West Pacific Area (SWPA) Advanced Land Headquarters,"<p>The University of Queensland was awaiting the construction of its new St Lucia campus when World War Two began. By 1942, the Main and Chemistry Buildings were near completion when the entire site was requisitioned by the Australian Army. From 1 August 1942 to 31 December 1944, the campus was the site of the Advanced Land Headquarters (Adv LHQ) of the South-West Pacific Area theatre of war. General (later Field Marshall Sir) Thomas Blamey who commanded all Allied land forces in the SWPA had followed the theatre commander US General Douglas MacArthur to Brisbane after the SWPA headquarters shifted from Melbourne. The planning of the successful 1942-44 Allied campaigns in Papua and in New Guinea was conducted at the St Lucia site.</p>",Sir Fred Schonnell Drive,St Lucia,historic,Headquarters,-27.4966,153.013,,,,,,,
11172,Stones Corner Public Air Raid Shelter,,286 Logan Road,Stones Corner,historic,Civil defence facility,-27.4982,153.0437,,,,,,,
11173,Stratford Explosives Magazine and Detonator Store,"<p>The powder magazine and detonator store at Stratford, north of Cairns, were constructed in 1901 for Queensland's Marine Department. From early June 1942 until mid May 1945 the magazine was occupied by the Australian Military Forces, who used the concrete buildings to store explosives. The former magazine is located at Stratford, to the west of Cairns airport, on the north side of Magazine Road (north of the railway line).</p><p>The explosives store is a rectangular building with a hipped corrugated iron roof and three square ventilators on the roof's ridge. The walls are of concrete with a concrete render, and have numerous vents, with the longer north and south elevations having a central doorway flanked by three narrow windows to each side. The east and west elevations have three narrow windows, and the south entry has a small timber landing.</p><p>The store for detonators is a small square plan building, with a hipped corrugated iron roof with a square ridge ventilator, located to the east of the explosives store. The walls are also concrete with a concrete render, with a door to the south and a single narrow window to each side.</p>",Magazine Street,Stratford,historic,Ammunition facility,-16.8744,145.7373,,,,,,,
11174,Army Signals Communications Centre (Shadow Exchange),<p>Australian Army Signals requisitioned part of the Stuart State School in 1942 as a temporary measure until a new reinforced concrete Signals building was completed in 1943 on the slopes of Mount Stuart near the Charters Towers - Townsville highway.</p>,Dwyer Street,Stuart,historic,Radar/signal station,-19.3476,146.845,,,,,,,
11175,Koala Ordnance Service Depot (Igloo Warehouse No.10),"<p>The Japanese advance on the coast of New Guinea towards the mainland of Australia in early 1942 dictated the necessity of preparing Townsville as a reserve base for the storage of large amounts of equipment in case of possible invasion. As the military situation improved after the Battle of the Coral Sea, its role changed to one of supply and repair for forward bases.</p><p>The ""Igloo"" warehouse remains as physical evidence of the Nation's wartime mobilisation in what was formerly the largest Allied base in the South West Pacific. As a purpose built Ordnance Igloo, it is the only surviving building of the Townsville Ordnance Depot.</p><p>The original design brief that these structures were to be temporary, combined with the ravages of termites, cyclones and high humidity has made them rare. The Igloo also features an attached saw tooth warehouse which was not a common combination.</p><p>The Igloo displays the principal characteristics of its type which include engineered timber framing, unlined internal walls, sheeted corrugated iron roof and concrete floor.</p><p>Due to the gravity of the military situation, Engineers abandoned traditional construction techniques in favour of a large scale prefabrication programme. The Igloo featured technically innovate construction techniques and are unique to this period.</p>",1 Hogan Street,Stuart,historic,Workshop,-19.3418,146.8365,,,,,,,
11176,Stuart Prison (Internees holding camp),"<p>During the early stages of the European War with Germany and Italy, Stewart Creek Gaol served as a temporary internment facility for the North Queensland Italian community. Whilst transport to southern internment camps was being organised, up to seven hundred internees were held in a gaol designed for one hundred and fifty. Many of these Italians had resided in North Queensland for a number of years.</p>",Off Southwood Road,Stuart,historic,Internment/POW facility,-19.3495,146.8449,,,,,,,
11177,Camp Tabragalba,"<p>Camp Tabragalba was constructed in mid 1942, on the cattle property 'Tabragalba', for the No. 1 Heavy Training Battery, the Anti Aircraft Training Battery and Anti Aircraft Searchlight Training Company. During early 1943 it was used for training four of the 155mm ""Letter"" coastal batteries, batteries 'M','N','O' and 'Q.</p><p>From early 1943 it was used by the Allied Intelligence Bureau (AIB) to train Coast Watch operatives, and from late 1943 Tabragalba was home to Filipinos training to infiltrate the Philippines to establish radio networks and organise resistance to the Japanese prior to the MacArthur's return. Other personnel present at Tabragalba were from 'M' Special Unit and 'Z' Special Unit, as well as Dutch intelligence units. In late 1943 the property was purchased by the Mayor of Brisbane, John Beals Chandler, who had established the Chandlers electrical appliance company.</p><p>The site of Camp Tabragalba is about 6km east of Beaudesert, on the east side of the Albert River. The camp buildings were located to the north of the homestead site on a rise, and to the east. The entrance driveway used to cross the river at a point to the north of the current crossing. Some World War II buildings remain on the property, along with concrete slabs.</p>",Tabragalba House Road,Tabragalba,historic,Training facility,-28.0038,153.0661,,,,,,,
